record_id,store_id,year,month,month_name,quarter,category,subcategory,sales_amount,cost_of_goods,gross_profit,gross_margin_pct,staff_cost,rent_cost,utilities_cost,marketing_cost,other_operating_cost,total_operating_cost,net_profit,net_margin_pct,customer_count,avg_basket_value,total_items_sold,avg_items_per_transaction,inventory_turnover_ratio,customer_satisfaction_score
5379,ST_0045,2024,5,May,Q2,Personal Care,Bath & Body,394537.5,268844.1,125693.4,31.86,466727.4,144898.5,3403.35,7054.58,0,67498.96,58194.44,14.75,206,1914,835,4.05,10.41,4.8
5380,ST_0045,2024,5,May,Q2,Home Care,Paper Products,263025.0,194031.76,68993.24,26.23,299489.4,96599.0,4996.4,4573.5,0,40331.75,28661.49,10.9,165,1592,525,3.18,9.85,4.2
5381,ST_0045,2024,5,May,Q2,Electronics,Kitchen Appliances,210420.0,165091.58,45328.42,21.54,256235.52,77279.2,1873.6,3770.81,0,27192.02,18136.4,8.62,71,2953,253,3.57,13.17,4.1
5382,ST_0045,2024,5,May,Q2,Fashion,Clothing,184117.5,86961.84,97155.66,52.77,270641.7,67619.3,2890.16,4230.07,0,32293.23,64862.43,35.23,34,5313,105,3.11,12.1,4.5
5383,ST_0045,2024,6,June,Q2,Groceries,Rice & Grains,552962.95,503259.52,49703.43,8.99,1169987.7,338096.5,15669.85,15365.65,0,66827.96,-17124.53,-3.1,386,1431,1157,3.0,10.85,4.4
5384,ST_0045,2024,6,June,Q2,Fresh Produce,Vegetables,394973.54,312590.0,82383.54,20.86,795435.0,241497.5,10504.75,6598.11,0,70310.14,12073.39,3.06,422,934,1503,3.56,14.05,4.6
5385,ST_0045,2024,6,June,Q2,Personal Care,Bath & Body,236984.12,148969.97,88014.15,37.14,542600.1,144898.5,7476.3,7205.07,0,31421.12,56593.03,23.88,187,1264,693,3.71,14.7,4.8
5386,ST_0045,2024,6,June,Q2,Home Care,Paper Products,157989.42,123693.49,34295.93,21.71,313693.8,96599.0,2214.9,4481.59,0,21182.72,13113.21,8.3,89,1768,238,2.68,10.81,4.0
5387,ST_0045,2024,6,June,Q2,Electronics,Kitchen Appliances,126391.53,104072.7,22318.83,17.66,266696.16,77279.2,2681.04,2233.93,0,17300.43,5018.4,3.97,23,5403,92,4.0,8.7,4.5
5388,ST_0045,2024,6,June,Q2,Fashion,Clothing,110592.59,57528.05,53064.54,47.98,259892.64,67619.3,3388.91,1687.75,0,17890.77,35173.77,31.8,21,5057,64,3.09,12.9,4.6
5389,ST_0045,2024,7,July,Q3,Groceries,Oil & Ghee,676398.38,594753.47,81644.91,12.07,1370844.3,338096.5,14641.55,14287.25,0,84433.58,-2788.67,-0.41,460,1470,1222,2.66,8.85,4.3
5390,ST_0045,2024,7,July,Q3,Fresh Produce,Fruits,483141.7,350119.59,133022.11,27.53,927931.5,241497.5,9379.0,13511.87,0,82414.82,50607.29,10.47,369,1306,972,2.64,10.96,4.4
5391,ST_0045,2024,7,July,Q3,Personal Care,Hair Care,289885.02,197816.39,92068.63,31.76,491830.2,144898.5,5408.4,8184.26,0,39516.04,52552.59,18.13,187,1549,705,3.77,11.56,4.8
5392,ST_0045,2024,7,July,Q3,Home Care,Detergents,193256.68,147601.71,45654.97,23.62,397791.6,96599.0,3234.3,6459.14,0,31610.06,14044.91,7.27,136,1415,340,2.51,12.86,4.2
5393,ST_0045,2024,7,July,Q3,Electronics,Mobile Accessories,154605.34,124257.38,30347.96,19.63,252177.12,77279.2,3312.88,4937.35,0,22740.3,7607.66,4.92,27,5559,69,2.57,11.17,4.3
5394,ST_0045,2024,7,July,Q3,Fashion,Accessories,135279.68,63476.49,71803.19,53.08,260435.28,67619.3,2379.37,4497.4,0,21379.98,50423.21,37.27,49,2730,205,4.18,10.03,4.4
5395,ST_0045,2024,8,August,Q3,Groceries,Rice & Grains,585524.03,514060.37,71463.66,12.21,1276839.9,338096.5,14033.6,11610.5,0,71386.64,77.02,0.01,446,1312,1853,4.16,12.49,4.0
5396,ST_0045,2024,8,August,Q3,Fresh Produce,Vegetables,418231.45,326071.7,92159.75,22.04,943549.5,241497.5,9266.5,13327.19,0,74039.72,18120.04,4.33,291,1434,1301,4.47,13.21,4.0
5397,ST_0045,2024,8,August,Q3,Personal Care,Hair Care,250938.87,180145.68,70793.19,28.21,483810.3,144898.5,4133.85,4055.54,0,34100.1,36693.09,14.62,266,941,791,2.98,9.38,4.7
5398,ST_0045,2024,8,August,Q3,Home Care,Cleaning Supplies,167292.58,134382.37,32910.21,19.67,379836.6,96599.0,4467.9,5312.36,0,20649.36,12260.85,7.33,91,1819,313,3.45,11.68,4.8
5399,ST_0045,2024,8,August,Q3,Electronics,Mobile Accessories,133834.06,116645.99,17188.08,12.84,251511.36,77279.2,3027.92,2222.8,0,17147.87,40.21,0.03,44,2989,141,3.23,9.68,4.3
5400,ST_0045,2024,8,August,Q3,Fashion,Footwear,117104.81,55378.65,61726.16,52.71,253380.96,67619.3,2666.93,3066.37,0,17967.49,43758.67,37.37,21,5380,74,3.56,8.62,4.7
5401,ST_0046,2023,1,January,Q1,Groceries,Oil & Ghee,530714.8,484630.51,46084.29,8.68,546796.6,149896.25,11623.5,10188.0,0,92151.67,-46067.38,-8.68,751,706,2774,3.69,9.19,4.2
5402,ST_0046,2023,1,January,Q1,Fresh Produce,Meat & Fish,379082.0,272346.01,106735.99,28.16,530456.5,107068.75,11955.0,13190.46,0,64130.22,42605.77,11.24,397,953,1358,3.42,14.31,4.6
5403,ST_0046,2023,1,January,Q1,Personal Care,Hair Care,227449.2,160001.48,67447.72,29.65,235438.8,64241.25,3419.7,6049.35,0,36597.57,30850.16,13.56,116,1958,428,3.69,10.51,3.9
5404,ST_0046,2023,1,January,Q1,Home Care,Cleaning Supplies,151632.8,109881.78,41751.02,27.53,216504.0,42827.5,3522.1,5102.34,0,24030.01,17721.01,11.69,87,1738,307,3.53,10.33,3.9
5405,ST_0046,2023,1,January,Q1,Electronics,Kitchen Appliances,121306.24,103882.36,17423.88,14.36,137456.48,34262.0,3987.12,3872.09,0,14653.22,2770.66,2.28,27,4356,88,3.27,10.45,4.1
5406,ST_0046,2023,1,January,Q1,Fashion,Accessories,106142.96,50408.32,55734.64,52.51,151752.44,29979.25,2598.68,2625.18,0,17407.76,38326.87,36.11,25,4224,75,3.04,10.57,3.9
5407,ST_0046,2023,2,February,Q1,Groceries,Tea & Coffee,709851.1,613374.23,96476.87,13.59,553545.3,149896.25,12689.25,23415.27,0,101200.36,-4723.49,-0.67,797,890,2222,2.79,12.49,4.4
5408,ST_0046,2023,2,February,Q1,Fresh Produce,Vegetables,507036.5,396915.94,110120.56,21.72,516165.5,107068.75,8779.5,16991.01,0,74910.94,35209.62,6.94,374,1354,1282,3.43,12.78,4.4
5409,ST_0046,2023,2,February,Q1,Personal Care,Hair Care,304221.9,195537.53,108684.37,35.73,278479.2,64241.25,6737.4,8505.19,0,50433.21,58251.16,19.15,203,1496,730,3.6,14.01,4.1
5410,ST_0046,2023,2,February,Q1,Home Care,Paper Products,202814.6,147969.65,54844.95,27.04,170035.0,42827.5,3189.0,5999.09,0,32653.82,22191.13,10.94,222,912,659,2.97,10.59,4.3
5411,ST_0046,2023,2,February,Q1,Electronics,Home Appliances,162251.68,141772.13,20479.55,12.62,147664.16,34262.0,3162.0,4281.4,0,28621.65,-8142.1,-5.02,46,3487,157,3.43,12.96,3.9
5412,ST_0046,2023,2,February,Q1,Fashion,Footwear,141970.22,66817.1,75153.12,52.94,141852.9,29979.25,2949.66,4521.8,0,17694.44,57458.68,40.47,41,3455,158,3.87,12.76,3.9
5413,ST_0046,2023,3,March,Q1,Groceries,Oil & Ghee,869940.12,740215.37,129724.75,14.91,559360.9,149896.25,13513.15,23621.28,0,144877.97,-15153.22,-1.74,1286,676,4885,3.8,8.9,3.9
5414,ST_0046,2023,3,March,Q1,Fresh Produce,Vegetables,621385.8,435872.06,185513.74,29.85,464519.5,107068.75,11851.0,19740.45,0,85133.28,100380.46,16.15,773,803,3444,4.46,10.83,4.2
5415,ST_0046,2023,3,March,Q1,Personal Care,Oral Care,372831.48,263642.96,109188.52,29.29,258493.5,64241.25,6607.35,8318.44,0,62136.99,47051.53,12.62,388,960,1007,2.6,14.37,4.4
5416,ST_0046,2023,3,March,Q1,Home Care,Cleaning Supplies,248554.32,194169.04,54385.28,21.88,175168.6,42827.5,2260.6,7316.37,0,41918.63,12466.65,5.02,209,1188,685,3.28,13.3,4.7
5417,ST_0046,2023,3,March,Q1,Electronics,Kitchen Appliances,198843.46,167608.69,31234.76,15.71,156269.76,34262.0,2616.48,6472.2,0,31666.94,-432.18,-0.22,73,2695,188,2.58,8.45,4.8
5418,ST_0046,2023,3,March,Q1,Fashion,Footwear,173988.02,106814.65,67173.38,38.61,148002.68,29979.25,3162.6,5495.03,0,25233.87,41939.5,24.1,47,3630,201,4.29,8.05,3.8
5419,ST_0046,2023,4,April,Q2,Groceries,Dal & Pulses,801223.92,713967.46,87256.46,10.89,684678.4,149896.25,12189.45,20233.32,0,125917.67,-38661.21,-4.83,938,854,3155,3.36,12.03,3.9
5420,ST_0046,2023,4,April,Q2,Fresh Produce,Dairy Products,572302.8,442260.01,130042.79,22.72,446787.5,107068.75,11962.75,14343.51,0,86946.17,43096.62,7.53,390,1465,1616,4.14,10.54,4.7
5421,ST_0046,2023,4,April,Q2,Personal Care,Bath & Body,343381.68,244132.92,99248.76,28.9,255638.4,64241.25,5607.9,11587.08,0,43958.41,55290.35,16.1,328,1044,1199,3.66,11.73,4.4
5422,ST_0046,2023,4,April,Q2,Home Care,Paper Products,228921.12,174597.73,54323.39,23.73,176904.6,42827.5,4204.9,5893.08,0,37371.76,16951.62,7.41,116,1971,420,3.63,8.08,4.6
5423,ST_0046,2023,4,April,Q2,Electronics,Mobile Accessories,183136.9,149483.47,33653.43,18.38,159062.24,34262.0,1962.16,3217.8,0,22795.17,10858.25,5.93,36,5020,157,4.39,11.71,4.0
5424,ST_0046,2023,4,April,Q2,Fashion,Accessories,160244.78,79367.46,80877.33,50.47,112727.16,29979.25,1407.56,3064.03,0,20189.35,60687.97,37.87,48,3299,209,4.37,12.35,4.1
5425,ST_0046,2023,5,May,Q2,Groceries,Dal & Pulses,646798.95,562162.15,84636.8,13.09,653755.9,149896.25,14583.45,12636.57,0,103922.57,-19285.77,-2.98,448,1441,1658,3.7,13.37,4.0
5426,ST_0046,2023,5,May,Q2,Fresh Produce,Fruits,461999.25,365533.73,96465.52,20.88,458769.0,107068.75,9553.25,11558.07,0,72796.63,23668.89,5.12,337,1368,1198,3.56,14.35,4.0
5427,ST_0046,2023,5,May,Q2,Personal Care,Hair Care,277199.55,197602.58,79596.97,28.71,275670.6,64241.25,4027.35,9570.5,0,42492.01,37104.96,13.39,330,839,1167,3.54,14.91,4.5
5428,ST_0046,2023,5,May,Q2,Home Care,Cleaning Supplies,184799.7,135340.21,49459.49,26.76,208592.8,42827.5,4619.4,4076.82,0,28870.62,20588.87,11.14,108,1705,439,4.07,14.91,4.4
5429,ST_0046,2023,5,May,Q2,Electronics,Kitchen Appliances,147839.76,120197.58,27642.18,18.7,162638.4,34262.0,1708.4,4612.92,0,18689.49,8952.69,6.06,25,5802,88,3.54,12.5,4.7
5430,ST_0046,2023,5,May,Q2,Fashion,Clothing,129359.79,68379.14,60980.65,47.14,142135.0,29979.25,2188.69,1964.76,0,15808.18,45172.47,34.92,25,5129,78,3.15,13.03,3.9
5431,ST_0046,2023,6,June,Q2,Groceries,Spices,720953.76,652634.03,68319.73,9.48,688996.7,149896.25,16327.15,12814.58,0,116682.61,-48362.88,-6.71,622,1158,2087,3.36,14.13,4.4
5432,ST_0046,2023,6,June,Q2,Fresh Produce,Dairy Products,514966.97,390377.92,124589.05,24.19,524985.0,107068.75,11056.0,17676.15,0,92103.69,32485.36,6.31,394,1305,1411,3.58,12.66,3.9
5433,ST_0046,2023,6,June,Q2,Personal Care,Bath & Body,308980.18,211823.39,97156.79,31.44,275996.1,64241.25,6929.1,6800.01,0,54514.02,42642.77,13.8,191,1616,658,3.45,14.71,4.0
5434,ST_0046,2023,6,June,Q2,Home Care,Detergents,205986.79,167319.06,38667.73,18.77,166755.2,42827.5,3259.4,4778.19,0,29576.1,9091.63,4.41,103,1996,313,3.05,11.5,4.1
5435,ST_0046,2023,6,June,Q2,Electronics,Home Appliances,164789.43,128568.57,36220.86,21.98,141082.24,34262.0,3723.84,5562.67,0,27494.31,8726.55,5.3,31,5184,90,2.93,9.68,4.7
5436,ST_0046,2023,6,June,Q2,Fashion,Accessories,144190.75,88401.74,55789.02,38.69,110900.02,29979.25,1717.66,4827.94,0,22714.0,33075.02,22.94,56,2559,167,2.99,13.44,4.1
5437,ST_0046,2023,7,July,Q3,Groceries,Spices,522818.76,458000.46,64818.3,12.4,653517.2,149896.25,13112.4,9621.53,0,79416.42,-14598.12,-2.79,364,1436,1274,3.5,14.05,4.7
5438,ST_0046,2023,7,July,Q3,Fresh Produce,Fruits,373441.97,270111.3,103330.68,27.67,494264.0,107068.75,7139.25,11135.76,0,59835.02,43495.66,11.65,537,695,1466,2.73,14.37,4.4
5439,ST_0046,2023,7,July,Q3,Personal Care,Oral Care,224065.18,154065.41,69999.78,31.24,285640.2,64241.25,3496.35,5831.13,0,32663.31,37336.47,16.66,170,1314,609,3.59,13.83,3.9
5440,ST_0046,2023,7,July,Q3,Home Care,Detergents,149376.79,121610.03,27766.76,18.59,169328.2,42827.5,4469.6,2316.1,0,21750.51,6016.25,4.03,87,1711,295,3.4,10.64,3.9
5441,ST_0046,2023,7,July,Q3,Electronics,Home Appliances,119501.43,98977.51,20523.92,17.17,165182.88,34262.0,3287.44,2541.63,0,16395.87,4128.05,3.45,47,2526,150,3.2,13.58,4.2
5442,ST_0046,2023,7,July,Q3,Fashion,Clothing,104563.75,61327.68,43236.07,41.35,148388.94,29979.25,2888.97,2883.47,0,16501.74,26734.33,25.57,26,4003,78,3.04,12.41,4.3
5443,ST_0046,2023,8,August,Q3,Groceries,Dal & Pulses,632231.53,545680.35,86551.18,13.69,684569.9,149896.25,7221.55,10921.8,0,102600.78,-16049.6,-2.54,507,1247,1885,3.72,10.88,4.0
5444,ST_0046,2023,8,August,Q3,Fresh Produce,Vegetables,451593.95,324786.01,126807.94,28.08,449639.5,107068.75,8070.25,14658.77,0,71550.77,55257.17,12.24,467,966,1880,4.03,13.87,4.8
5445,ST_0046,2023,8,August,Q3,Personal Care,Hair Care,270956.37,184532.52,86423.85,31.9,293349.9,64241.25,4928.85,5638.64,0,47522.08,38901.77,14.36,173,1563,765,4.43,10.3,4.7
5446,ST_0046,2023,8,August,Q3,Home Care,Detergents,180637.58,134534.39,46103.19,25.52,179031.2,42827.5,4585.2,5733.56,0,29932.31,16170.88,8.95,183,982,668,3.65,10.87,4.0
5447,ST_0046,2023,8,August,Q3,Electronics,Home Appliances,144510.06,125769.81,18740.26,12.97,145020.48,34262.0,3878.64,3502.19,0,21302.63,-2562.37,-1.77,28,5100,110,3.94,10.79,4.0
5448,ST_0046,2023,8,August,Q3,Fashion,Accessories,126446.31,63709.56,62736.74,49.62,145307.54,29979.25,2046.59,2918.31,0,18078.67,44658.07,35.32,42,2973,185,4.41,9.15,4.0
5449,ST_0046,2023,9,September,Q3,Groceries,Tea & Coffee,573214.95,492723.18,80491.77,14.04,732201.4,149896.25,8454.95,14979.66,0,84791.4,-4299.63,-0.75,768,746,2717,3.54,12.34,4.2
5450,ST_0046,2023,9,September,Q3,Fresh Produce,Dairy Products,409439.25,322186.9,87252.35,21.31,418112.5,107068.75,9198.25,9884.6,0,64574.48,22677.87,5.54,348,1176,986,2.84,11.9,4.7
5451,ST_0046,2023,9,September,Q3,Personal Care,Oral Care,245663.55,181269.31,64394.24,26.21,300948.0,64241.25,3354.6,4113.5,0,41849.42,22544.82,9.18,140,1744,542,3.88,9.65,4.5
5452,ST_0046,2023,9,September,Q3,Home Care,Paper Products,163775.7,122464.16,41311.54,25.22,171640.8,42827.5,2181.4,4262.03,0,27210.27,14101.27,8.61,104,1563,431,4.15,10.83,4.4
5453,ST_0046,2023,9,September,Q3,Electronics,Kitchen Appliances,131020.56,110861.57,20158.99,15.39,126301.44,34262.0,3413.84,3394.83,0,19254.14,904.85,0.69,46,2824,118,2.57,12.22,4.0
5454,ST_0046,2023,9,September,Q3,Fashion,Footwear,114642.99,54892.09,59750.9,52.12,138866.98,29979.25,2865.03,2391.54,0,14002.59,45748.3,39.91,39,2935,152,3.91,8.01,4.1
5455,ST_0046,2023,10,October,Q4,Groceries,Dal & Pulses,1010506.91,924117.1,86389.81,8.55,700042.0,149896.25,13609.75,15842.34,0,177640.76,-91250.95,-9.03,1047,965,3928,3.75,8.54,4.3
5456,ST_0046,2023,10,October,Q4,Fresh Produce,Meat & Fish,721790.65,522105.82,199684.83,27.67,481073.5,107068.75,9556.5,24860.53,0,101680.8,98004.04,13.58,676,1067,2865,4.24,8.0,4.3
5457,ST_0046,2023,10,October,Q4,Personal Care,Hair Care,433074.39,268332.85,164741.54,38.04,278581.5,64241.25,3919.5,15033.74,0,55980.2,108761.34,25.11,425,1018,1314,3.09,10.28,4.4
5458,ST_0046,2023,10,October,Q4,Home Care,Cleaning Supplies,288716.26,209232.41,79483.85,27.53,170890.6,42827.5,4053.9,8988.0,0,35810.36,43673.5,15.13,343,841,1040,3.03,9.69,4.2
5459,ST_0046,2023,10,October,Q4,Electronics,Kitchen Appliances,230973.01,198632.72,32340.28,14.0,150233.44,34262.0,3826.8,6946.07,0,33803.22,-1462.93,-0.63,44,5166,197,4.49,13.01,4.0
5460,ST_0046,2023,10,October,Q4,Fashion,Clothing,202101.38,99494.13,102607.25,50.77,110522.44,29979.25,3294.76,6141.0,0,35481.59,67125.66,33.21,37,5370,94,2.54,11.22,4.1
5461,ST_0046,2023,11,November,Q4,Groceries,Rice & Grains,1174772.55,999942.44,174830.11,14.88,714537.6,149896.25,10720.5,30152.99,0,164822.0,10008.11,0.85,838,1401,2944,3.51,8.2,4.0
5462,ST_0046,2023,11,November,Q4,Fresh Produce,Vegetables,839123.25,665137.1,173986.15,20.73,465666.5,107068.75,7176.5,26770.17,0,129580.61,44405.54,5.29,826,1015,3370,4.08,8.6,3.9
5463,ST_0046,2023,11,November,Q4,Personal Care,Skin Care,503473.95,327951.69,175522.26,34.86,298195.2,64241.25,5237.25,8505.38,0,86187.67,89334.58,17.74,522,963,1697,3.25,13.78,4.8
5464,ST_0046,2023,11,November,Q4,Home Care,Cleaning Supplies,335649.3,249366.08,86283.22,25.71,193551.6,42827.5,2005.2,7912.58,0,58716.61,27566.61,8.21,326,1029,1218,3.74,10.73,4.6
5465,ST_0046,2023,11,November,Q4,Electronics,Mobile Accessories,268519.44,222849.85,45669.59,17.01,127923.36,34262.0,1648.0,5816.38,0,43193.92,2475.67,0.92,78,3412,346,4.44,12.81,4.7
5466,ST_0046,2023,11,November,Q4,Fashion,Clothing,234954.51,139579.05,95375.46,40.59,127938.86,29979.25,1677.27,7089.46,0,36881.53,58493.93,24.9,43,5348,185,4.31,11.92,4.3
5467,ST_0046,2023,12,December,Q4,Groceries,Spices,592278.75,527875.83,64402.92,10.87,561053.5,149896.25,17017.0,12899.55,0,91528.81,-27125.89,-4.58,447,1325,1337,2.99,11.41,4.5
5468,ST_0046,2023,12,December,Q4,Fresh Produce,Fruits,423056.25,324488.69,98567.56,23.3,484762.5,107068.75,11901.25,8825.71,0,50836.29,47731.27,11.28,315,1339,1234,3.92,9.4,4.0
5469,ST_0046,2023,12,December,Q4,Personal Care,Oral Care,253833.75,169325.91,84507.84,33.29,278302.5,64241.25,5505.0,8615.43,0,35372.49,49135.35,19.36,136,1863,475,3.5,11.67,4.5
5470,ST_0046,2023,12,December,Q4,Home Care,Detergents,169222.5,134312.11,34910.39,20.63,185454.4,42827.5,4720.6,4413.51,0,24067.25,10843.14,6.41,101,1666,451,4.47,10.08,4.3
5471,ST_0046,2023,12,December,Q4,Electronics,Home Appliances,135378.0,115515.21,19862.79,14.67,134673.92,34262.0,1674.24,4060.87,0,18181.79,1681.01,1.24,46,2913,156,3.39,8.28,4.1
5472,ST_0046,2023,12,December,Q4,Fashion,Clothing,118455.75,60386.32,58069.43,49.02,122175.34,29979.25,2255.33,1796.02,0,15600.33,42469.1,35.85,22,5165,91,4.15,12.95,4.7
5473,ST_0046,2024,1,January,Q1,Groceries,Oil & Ghee,626123.4,563555.97,62567.43,9.99,606818.8,149896.25,14028.7,14360.57,0,108261.26,-45693.83,-7.3,715,875,2157,3.02,13.58,3.8
5474,ST_0046,2024,1,January,Q1,Fresh Produce,Meat & Fish,447231.0,320731.69,126499.31,28.29,397311.5,107068.75,11427.0,10415.52,0,64459.52,62039.79,13.87,591,756,1844,3.12,13.42,3.9
5475,ST_0046,2024,1,January,Q1,Personal Care,Skin Care,268338.6,184173.01,84165.59,31.37,316730.1,64241.25,7017.45,7699.53,0,44218.62,39946.97,14.89,179,1494,699,3.91,11.82,4.2
5476,ST_0046,2024,1,January,Q1,Home Care,Cleaning Supplies,178892.4,129093.76,49798.64,27.84,161962.6,42827.5,2839.7,4667.72,0,29182.43,20616.21,11.52,141,1264,612,4.35,12.96,4.7
5477,ST_0046,2024,1,January,Q1,Electronics,Kitchen Appliances,143113.92,113026.55,30087.37,21.02,124610.08,34262.0,2284.48,4597.29,0,17508.68,12578.69,8.79,41,3437,129,3.16,9.09,3.8
5478,ST_0046,2024,1,January,Q1,Fashion,Footwear,125224.68,65166.01,60058.67,47.96,148618.96,29979.25,2255.33,3002.85,0,18453.47,41605.21,33.22,39,3165,98,2.52,13.42,4.7
5479,ST_0046,2024,2,February,Q1,Groceries,Spices,593274.85,542079.33,51195.52,8.63,693315.0,149896.25,16162.65,11595.85,0,80531.36,-29335.84,-4.94,731,811,3205,4.39,9.09,4.3
5480,ST_0046,2024,2,February,Q1,Fresh Produce,Fruits,423767.75,317024.74,106743.01,25.19,390724.0,107068.75,7771.25,8553.71,0,61465.27,45277.73,10.68,325,1302,1188,3.66,9.11,4.6
5481,ST_0046,2024,2,February,Q1,Personal Care,Skin Care,254260.65,157684.27,96576.38,37.98,289825.2,64241.25,4069.2,5284.66,0,38133.08,58443.31,22.99,218,1162,890,4.09,11.4,4.7
5482,ST_0046,2024,2,February,Q1,Home Care,Paper Products,169507.1,122097.91,47409.19,27.97,157145.2,42827.5,2890.9,4687.96,0,29348.62,18060.57,10.65,100,1680,376,3.76,14.73,4.5
5483,ST_0046,2024,2,February,Q1,Electronics,Kitchen Appliances,135605.68,114345.74,21259.94,15.68,156269.76,34262.0,3765.52,2615.87,0,17106.31,4153.63,3.06,37,3584,142,3.85,11.86,4.7
5484,ST_0046,2024,2,February,Q1,Fashion,Clothing,118654.97,55540.14,63114.83,53.19,133576.52,29979.25,2424.87,4048.4,0,18678.61,44436.22,37.45,25,4631,62,2.51,14.42,4.3
5485,ST_0046,2024,3,March,Q1,Groceries,Tea & Coffee,1164193.8,1031744.66,132449.14,11.38,660504.6,149896.25,11942.7,22105.98,0,155072.33,-22623.19,-1.94,1515,768,4677,3.09,14.33,4.4
5486,ST_0046,2024,3,March,Q1,Fresh Produce,Meat & Fish,831567.0,606196.68,225370.32,27.1,513825.0,107068.75,10453.75,28695.08,0,148031.52,77338.81,9.3,1193,697,3224,2.7,10.52,3.8
5487,ST_0046,2024,3,March,Q1,Personal Care,Bath & Body,498940.2,328261.52,170678.68,34.21,284626.5,64241.25,6814.5,14872.27,0,83416.32,87262.36,17.49,605,824,1875,3.1,13.95,3.9
5488,ST_0046,2024,3,March,Q1,Home Care,Cleaning Supplies,332626.8,266538.1,66088.7,19.87,198982.8,42827.5,4541.3,5467.66,0,47656.0,18432.7,5.54,292,1136,1071,3.67,12.95,4.0
5489,ST_0046,2024,3,March,Q1,Electronics,Home Appliances,266101.44,230651.29,35450.15,13.32,142252.8,34262.0,3954.4,6123.52,0,46070.59,-10620.45,-3.99,45,5810,131,2.92,10.32,4.1
5490,ST_0046,2024,3,March,Q1,Fashion,Accessories,232838.76,109742.43,123096.33,52.87,128316.44,29979.25,2692.76,7608.99,0,29820.58,93275.75,40.06,61,3810,154,2.53,10.87,4.5
5491,ST_0046,2024,4,April,Q2,Groceries,Dal & Pulses,683707.92,589344.69,94363.23,13.8,683072.6,149896.25,14219.8,15151.83,0,116927.58,-22564.35,-3.3,914,748,2467,2.7,8.28,4.6
5492,ST_0046,2024,4,April,Q2,Fresh Produce,Vegetables,488362.8,355158.16,133204.64,27.28,410579.5,107068.75,9974.5,11389.17,0,78234.15,54970.49,11.26,374,1305,1631,4.36,9.41,4.5
5493,ST_0046,2024,4,April,Q2,Personal Care,Hair Care,293017.68,178207.63,114810.05,39.18,298046.4,64241.25,7336.35,6628.04,0,52698.6,62111.45,21.2,202,1446,759,3.76,11.87,4.6
5494,ST_0046,2024,4,April,Q2,Home Care,Paper Products,195345.12,147426.48,47918.64,24.53,213056.8,42827.5,3324.3,5131.0,0,28817.38,19101.27,9.78,174,1120,664,3.82,12.66,4.3
5495,ST_0046,2024,4,April,Q2,Electronics,Kitchen Appliances,156276.1,135345.87,20930.22,13.39,132293.12,34262.0,1810.72,3660.97,0,24266.82,-3336.6,-2.14,33,4712,137,4.17,11.36,4.4
5496,ST_0046,2024,4,April,Q2,Fashion,Footwear,136741.58,70722.98,66018.6,48.28,123646.6,29979.25,3378.27,2668.1,0,22999.67,43018.94,31.46,28,4741,120,4.3,10.84,4.7
5497,ST_0046,2024,5,May,Q2,Groceries,Rice & Grains,869558.2,759043.99,110514.21,12.71,700259.0,149896.25,16460.15,14233.43,0,150333.14,-39818.93,-4.58,978,889,4345,4.44,10.72,3.9
5498,ST_0046,2024,5,May,Q2,Fresh Produce,Meat & Fish,621113.0,455950.31,165162.69,26.59,391530.0,107068.75,11612.75,21152.89,0,81953.59,83209.11,13.4,479,1294,1622,3.39,12.93,4.7
5499,ST_0046,2024,5,May,Q2,Personal Care,Oral Care,372667.8,273249.89,99417.91,26.68,236452.5,64241.25,3237.0,11105.32,0,55574.34,43843.57,11.76,209,1776,542,2.59,10.17,4.3
5500,ST_0046,2024,5,May,Q2,Home Care,Paper Products,248445.2,186083.44,62361.76,25.1,191710.2,42827.5,3917.0,7931.13,0,37759.25,24602.51,9.9,248,998,1061,4.28,9.25,4.3
5501,ST_0046,2024,5,May,Q2,Electronics,Home Appliances,198756.16,156546.02,42210.14,21.24,160952.0,34262.0,3755.04,5119.89,0,30689.22,11520.92,5.8,34,5810,147,4.34,10.74,4.2
5502,ST_0046,2024,5,May,Q2,Fashion,Accessories,173911.64,102172.51,71739.13,41.25,128407.58,29979.25,3275.93,2918.15,0,28966.54,42772.59,24.59,43,3970,117,2.73,11.48,4.4
5503,ST_0046,2024,6,June,Q2,Groceries,Oil & Ghee,567400.63,501963.03,65437.6,11.53,689387.3,149896.25,10301.9,12942.59,0,76255.5,-10817.9,-1.91,415,1364,1143,2.76,11.76,3.9
5504,ST_0046,2024,6,June,Q2,Fresh Produce,Fruits,405286.16,293083.88,112202.29,27.68,454832.0,107068.75,11398.5,11413.2,0,56437.03,55765.26,13.76,281,1442,1250,4.45,9.19,4.3
5505,ST_0046,2024,6,June,Q2,Personal Care,Hair Care,243171.7,179835.82,63335.87,26.05,323872.5,64241.25,4862.1,7138.6,0,36950.01,26385.86,10.85,128,1896,439,3.44,10.82,4.0
5506,ST_0046,2024,6,June,Q2,Home Care,Paper Products,162114.46,127938.34,34176.12,21.08,159098.2,42827.5,2193.8,2596.68,0,26122.74,8053.38,4.97,87,1847,371,4.27,10.39,4.1
5507,ST_0046,2024,6,June,Q2,Electronics,Mobile Accessories,129691.57,104639.65,25051.92,19.32,157628.8,34262.0,2286.32,3799.79,0,19948.14,5103.78,3.94,23,5623,72,3.15,14.65,4.8
